date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:51:15	2289/2289	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:51:14%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fbusiness-units%2F	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embed2865.json	(from https://redgranitesite.github.io/business-units/)
13:51:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Jun%202021%2011:51:15%20GMT	https://redgranitesite.github.io/?p=16	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/index0e62.html	(from https://redgranitesite.github.io/business-units/)
13:51:17	2381/2381	---M--	200	added ('OK')	text/xml	date:Tue,%2029%20Jun%202021%2011:51:16%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fbusiness-units%2F&format=xml	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embed4c02	(from https://redgranitesite.github.io/business-units/)
13:51:19	7382/7382	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:51:17%20GMT	https://redgranitesite.github.io/wp-json/wp/v2/pages/52	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/wp/v2/pages/52.json	(from https://redgranitesite.github.io/business-units/gold-mining/)
13:51:20	2309/2309	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:51:19%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fbusiness-units%2Fgold-mining%2F	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embed2718.json	(from https://redgranitesite.github.io/business-units/gold-mining/)
13:51:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Jun%202021%2011:51:20%20GMT	https://redgranitesite.github.io/?p=52	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/index4579.html	(from https://redgranitesite.github.io/business-units/gold-mining/)
13:51:21	2399/2399	---M--	200	added ('OK')	text/xml	date:Tue,%2029%20Jun%202021%2011:51:20%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fbusiness-units%2Fgold-mining%2F&format=xml	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embedebe0	(from https://redgranitesite.github.io/business-units/gold-mining/)
13:51:22	193792/193792	---M--	200	added ('OK')	font/ttf	etag:%222f500-5c5a85ea60ac6%22	https://redgranitesite.github.io/wp-content/plugins/download-manager/assets/fontawesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/download-manager/assets/fontawesome/webfonts/fa-solid-900.ttf	(from https://redgranitesite.github.io/wp-content/plugins/download-manager/assets/fontawesome/css/all.min.css?ver=5.7.2)
13:51:35	223892/223892	---M--	200	added ('OK')	font/woff2	etag:%2236a94-5c5a85fa43feb%22	https://redgranitesite.github.io/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-upright-var.woff2	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-upright-var.woff2	(from https://redgranitesite.github.io/wp-content/themes/twentytwenty/style.css?ver=5.7.2)
13:51:44	236832/236832	---M--	200	added ('OK')	font/woff2	etag:%2239d20-5c5a85fa4343a%22	https://redgranitesite.github.io/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-italic-var.woff2	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-italic-var.woff2	(from https://redgranitesite.github.io/wp-content/themes/twentytwenty/style.css?ver=5.7.2)
13:52:28	410874/410874	---M--	200	added ('OK')	image/jpeg	etag:%22644fa-5c5a85fcf7cc9%22	https://redgranitesite.github.io/wp-content/uploads/2021/06/IMG_8960.jpg	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/uploads/2021/06/IMG_8960.jpg	(from https://redgranitesite.github.io/business-units/gold-mining/)
13:52:31	7833/7833	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:52:28%20GMT	https://redgranitesite.github.io/wp-json/wp/v2/pages/62	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/wp/v2/pages/62.json	(from https://redgranitesite.github.io/business-units/quarry/)
13:52:32	2281/2281	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:52:31%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fbusiness-units%2Fquarry%2F	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embedbba2.json	(from https://redgranitesite.github.io/business-units/quarry/)
13:52:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Jun%202021%2011:52:32%20GMT	https://redgranitesite.github.io/?p=62	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/index5c36.html	(from https://redgranitesite.github.io/business-units/quarry/)
13:52:34	2371/2371	---M--	200	added ('OK')	text/xml	date:Tue,%2029%20Jun%202021%2011:52:33%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fbusiness-units%2Fquarry%2F&format=xml	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embed5891	(from https://redgranitesite.github.io/business-units/quarry/)
13:52:50	468575/468575	---M--	200	added ('OK')	image/jpeg	etag:%227265f-5c5a85fd27253%22	https://redgranitesite.github.io/wp-content/uploads/2021/06/IMG_8986.jpg	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/uploads/2021/06/IMG_8986.jpg	(from https://redgranitesite.github.io/business-units/gold-mining/)
13:52:51	14966/14966	---M--	200	added ('OK')	text/css	etag:%223a76-5c5a85f3bda51%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/lib/select2/select2.min.css?ver=4.0.10	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/lib/select2/select2.min5bf3.css	(from https://redgranitesite.github.io/careers/)
13:52:51	28047/28047	---M--	200	added ('OK')	text/css	etag:%226d8f-5c5a85f38e388%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/css/frontend.css?ver=3629ee20955ef1bd9ca6f599c30ef40c	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/css/frontend5e69.css	(from https://redgranitesite.github.io/careers/)
13:52:53	4597/4597	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:52:51%20GMT	https://redgranitesite.github.io/wp-json/wp/v2/pages/20	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/wp/v2/pages/20.json	(from https://redgranitesite.github.io/careers/)
13:52:54	2254/2254	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:52:53%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fcareers%2F	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embed3097.json	(from https://redgranitesite.github.io/careers/)
13:52:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Jun%202021%2011:52:54%20GMT	https://redgranitesite.github.io/?p=20	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/index341b.html	(from https://redgranitesite.github.io/careers/)
13:52:55	120984/120984	---M--	200	added ('OK')	image/jpeg	etag:%221d898-5c5a85fb98799%22	https://redgranitesite.github.io/wp-content/uploads/2021/06/IMG-20191230-WA0161.jpg	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/uploads/2021/06/IMG-20191230-WA0161.jpg	(from https://redgranitesite.github.io/business-units/quarry/)
13:52:55	2346/2346	---M--	200	added ('OK')	text/xml	date:Tue,%2029%20Jun%202021%2011:52:54%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fcareers%2F&format=xml	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embedbaaf	(from https://redgranitesite.github.io/careers/)
13:52:56	4095/4095	---M--	200	added ('OK')	application/javascript	etag:%22fff-5c5a85f3ba1a4%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/lib/jquery-deserialize/jquery.deserialize.js?ver=1.2.1	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/lib/jquery-deserialize/jquery.deserialize1576.js	(from https://redgranitesite.github.io/careers/)
13:52:57	589730/589730	---M--	200	added ('OK')	image/jpeg	etag:%228ffa2-5c5a85fcfe211%22	https://redgranitesite.github.io/wp-content/uploads/2021/06/IMG_8981.jpg	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/uploads/2021/06/IMG_8981.jpg	(from https://redgranitesite.github.io/business-units/gold-mining/)
13:52:57	7799/7799	---M--	200	added ('OK')	application/javascript	etag:%221e77-5c5a85f39bc01%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/js/ajax-filters.js?ver=4c0c93fd17a9cb13f4c9d4c8bbd146e7	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/js/ajax-filters33ff.js	(from https://redgranitesite.github.io/careers/)
13:52:58	2259/2259	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:52:57%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fabout-us%2F	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embeda9f7.json	(from https://redgranitesite.github.io/about-us/)
13:52:59	9069/9069	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:52:57%20GMT	https://redgranitesite.github.io/wp-json/wp/v2/pages/14	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/wp/v2/pages/14.json	(from https://redgranitesite.github.io/about-us/)
13:52:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Jun%202021%2011:52:59%20GMT	https://redgranitesite.github.io/?p=14	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/index0b69.html	(from https://redgranitesite.github.io/about-us/)
13:52:59	3336/3336	---M--	200	added ('OK')	image/svg+xml	etag:%22d08-5c5a85ea44ea6%22	https://redgranitesite.github.io/wp-content/plugins/download-manager/assets/file-type-icons/pdf.svg	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/download-manager/assets/file-type-icons/pdf.svg	(from https://redgranitesite.github.io/about-us/)
13:53:00	2351/2351	---M--	200	added ('OK')	text/xml	date:Tue,%2029%20Jun%202021%2011:52:59%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embed0a7f	(from https://redgranitesite.github.io/about-us/)
13:53:02	42362/42362	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2011:52:59%20GMT	https://redgranitesite.github.io/download/pote-holdings-profile/	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/download/pote-holdings-profile/index.html	(from https://redgranitesite.github.io/about-us/)
13:53:04	2528/2528	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:53:02%20GMT	https://redgranitesite.github.io/wp-json/wp/v2/pages/22	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/wp/v2/pages/22.json	(from https://redgranitesite.github.io/contacts-us/)
13:53:04	2274/2274	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:53:04%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fcontacts-us%2F	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embed8b11.json	(from https://redgranitesite.github.io/contacts-us/)
13:53:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Jun%202021%2011:53:05%20GMT	https://redgranitesite.github.io/?p=22	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/index0345.html	(from https://redgranitesite.github.io/contacts-us/)
13:53:05	514251/514251	---M--	200	added ('OK')	image/jpeg	etag:%227d8cb-5c5a85fd30280%22	https://redgranitesite.github.io/wp-content/uploads/2021/06/IMG_9007.jpg	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/uploads/2021/06/IMG_9007.jpg	(from https://redgranitesite.github.io/business-units/gold-mining/)
13:53:06	2366/2366	---M--	200	added ('OK')	text/xml	date:Tue,%2029%20Jun%202021%2011:53:05%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fcontacts-us%2F&format=xml	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embed40cf	(from https://redgranitesite.github.io/contacts-us/)
13:53:06	79172/79172	---M--	200	added ('OK')	application/javascript	etag:%2213544-5c5a85f3bb53d%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/lib/select2/select2.full.min.js?ver=4.0.10	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/lib/select2/select2.full.min5bf3.js	(from https://redgranitesite.github.io/careers/)
13:53:09	9012/9012	---M--	200	added ('OK')	font/woff	etag:%222334-5c5a85f398359%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/job-manager-434425afc81b621e0e02b871e4f5fca1.woff	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/job-manager-434425afc81b621e0e02b871e4f5fca1.woff	(from https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/css/frontend.css?ver=3629ee20955ef1bd9ca6f599c30ef40c)
13:53:09	51915/51915	---M--	200	added ('OK')	image/svg+xml	etag:%22cacb-5c5a85f3996d3%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/job-manager-aa916d5b5333755f80564e47a7f7a89f.svg	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/job-manager-aa916d5b5333755f80564e47a7f7a89f.svg	(from https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/css/frontend.css?ver=3629ee20955ef1bd9ca6f599c30ef40c)
13:53:10	14272/14272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c0-5c5a85f398f09%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/job-manager-a2d17fff9efb870b3e027dc5516b3ecc.eot	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/job-manager-a2d17fff9efb870b3e027dc5516b3ecc.eot	(from https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/css/frontend.css?ver=3629ee20955ef1bd9ca6f599c30ef40c)
13:53:10	1476/1476	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c4-5c5a85f397b8d%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/jm-logo/jm-18758dfe508305ba1682fe8fb3be8c72.eot	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/jm-logo/jm-18758dfe508305ba1682fe8fb3be8c72.eot	(from https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/css/frontend.css?ver=3629ee20955ef1bd9ca6f599c30ef40c)
13:53:11	1388/1388	---M--	200	added ('OK')	font/woff	etag:%2256c-5c5a85f397b8d%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/jm-logo/jm-67b7d10affac4ffd77eb7874ec25263b.woff	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/jm-logo/jm-67b7d10affac4ffd77eb7874ec25263b.woff	(from https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/css/frontend.css?ver=3629ee20955ef1bd9ca6f599c30ef40c)
13:53:11	1312/1312	---M--	200	added ('OK')	font/ttf	etag:%22520-5c5a85f397f73%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/jm-logo/jm-97b72719abd94986185dcfeef1203fb9.ttf	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/jm-logo/jm-97b72719abd94986185dcfeef1203fb9.ttf	(from https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/css/frontend.css?ver=3629ee20955ef1bd9ca6f599c30ef40c)
13:53:11	14092/14092	---M--	200	added ('OK')	font/ttf	etag:%22370c-5c5a85f398b43%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/job-manager-7799d387315fbcfa0060adf100cc549d.ttf	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/job-manager-7799d387315fbcfa0060adf100cc549d.ttf	(from https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/css/frontend.css?ver=3629ee20955ef1bd9ca6f599c30ef40c)
13:53:11	3883/3883	---M--	200	added ('OK')	image/svg+xml	etag:%22f2b-5c5a85f396813%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/jm-logo/jm-04f818ce1471720fb214394b96feb5de.svg	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/jm-logo/jm-04f818ce1471720fb214394b96feb5de.svg	(from https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/css/frontend.css?ver=3629ee20955ef1bd9ca6f599c30ef40c)
13:53:11	1476/1476	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c4-5c5a85f397b8d%22	https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/jm-logo/jm-18758dfe508305ba1682fe8fb3be8c72.eot?	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/font/jm-logo/jm-18758dfe508305ba1682fe8fb3be8c72d41d.eot	(from https://redgranitesite.github.io/wp-content/plugins/wp-job-manager/assets/dist/css/frontend.css?ver=3629ee20955ef1bd9ca6f599c30ef40c)
13:53:12	2374/2374	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:53:11%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fdownload%2Fpote-holdings-profile%2F	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embed46bc.json	(from https://redgranitesite.github.io/download/pote-holdings-profile/)
13:53:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Jun%202021%2011:53:12%20GMT	https://redgranitesite.github.io/?p=127	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/index9751.html	(from https://redgranitesite.github.io/download/pote-holdings-profile/)
13:53:13	2464/2464	---M--	200	added ('OK')	text/xml	date:Tue,%2029%20Jun%202021%2011:53:12%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2Fdownload%2Fpote-holdings-profile%2F&format=xml	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embedd8f0	(from https://redgranitesite.github.io/download/pote-holdings-profile/)
13:53:15	41893/41893	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2011:53:13%20GMT	https://redgranitesite.github.io/author/admin/	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/author/admin/index.html	(from https://redgranitesite.github.io/download/pote-holdings-profile/)
13:53:15	1/1	---M--	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2011:53:15%20GMT	https://redgranitesite.github.io/?_nonce=4d9db8355d&id=127	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/indexd6bc.html	(from https://redgranitesite.github.io/download/pote-holdings-profile/)
13:53:21	81906/81906	---M--	200	added ('OK')	application/javascript	etag:%2213ff2-5c5a85ea80920%22	https://redgranitesite.github.io/wp-content/plugins/download-manager/assets/js/jquery.dataTables.min.js?ver=5.7.2	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-content/plugins/download-manager/assets/js/jquery.dataTables.min9f31.js	(from https://redgranitesite.github.io/download/pote-holdings-profile/)
13:55:00	1397948/1397948	---M--	200	added ('OK')	application/pdf	date:Tue,%2029%20Jun%202021%2011:53:00%20GMT	https://redgranitesite.github.io/download/pote-holdings-profile/?wpdmdl=127&refresh=60db08dce4fab1624967388	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/download/pote-holdings-profile/indexc5e1.html	(from https://redgranitesite.github.io/about-us/)
13:55:01	1941/1941	---M--	200	added ('OK')	application/rss+xml	etag:%227566179a635645056b94843d37b0071c%22	https://redgranitesite.github.io/author/admin/feed/	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/author/admin/feed/index.html	(from https://redgranitesite.github.io/author/admin/)
13:55:01	587/587	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:55:00%20GMT	https://redgranitesite.github.io/wp-json/wp/v2/users/1	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/wp/v2/users/1.json	(from https://redgranitesite.github.io/author/admin/)
13:55:04	41948/41948	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2011:55:01%20GMT	https://redgranitesite.github.io/category/uncategorized/	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/category/uncategorized/index.html	(from https://redgranitesite.github.io/author/admin/)
13:55:05	46410/46410	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2011:55:01%20GMT	https://redgranitesite.github.io/2021/05/27/hello-world/	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/2021/05/27/hello-world/index.html	(from https://redgranitesite.github.io/author/admin/)
13:55:07	1397948/1397948	---M--	200	added ('OK')	application/pdf	date:Tue,%2029%20Jun%202021%2011:53:13%20GMT	https://redgranitesite.github.io/download/pote-holdings-profile/?wpdmdl=127&refresh=60db099c564ad1624967580	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/download/pote-holdings-profile/index34da.html	(from https://redgranitesite.github.io/download/pote-holdings-profile/)
13:55:07	611/611	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:55:07%20GMT	https://redgranitesite.github.io/wp-json/wp/v2/categories/1	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/wp/v2/categories/1.json	(from https://redgranitesite.github.io/category/uncategorized/)
13:55:08	1967/1967	---M--	200	added ('OK')	application/rss+xml	etag:%227566179a635645056b94843d37b0071c%22	https://redgranitesite.github.io/category/uncategorized/feed/	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/category/uncategorized/feed/index.html	(from https://redgranitesite.github.io/category/uncategorized/)
13:55:08	2247/2247	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:55:08%20GMT	https://redgranitesite.github.io/wp-json/wp/v2/posts/1	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/wp/v2/posts/1.json	(from https://redgranitesite.github.io/2021/05/27/hello-world/)
13:55:09	1645/1645	---M--	200	added ('OK')	application/rss+xml	etag:%22cbfc3b654fc49a48832c02a76ddd1beb%22	https://redgranitesite.github.io/2021/05/27/hello-world/feed/	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/2021/05/27/hello-world/feed/index.html	(from https://redgranitesite.github.io/2021/05/27/hello-world/)
13:55:09	2305/2305	---M--	200	added ('OK')	application/json	date:Tue,%2029%20Jun%202021%2011:55:08%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2F2021%2F05%2F27%2Fhello-world%2F	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embed50d6.json	(from https://redgranitesite.github.io/2021/05/27/hello-world/)
13:55:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Jun%202021%2011:55:09%20GMT	https://redgranitesite.github.io/?p=1	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/indexcff1.html	(from https://redgranitesite.github.io/2021/05/27/hello-world/)
13:55:10	2391/2391	---M--	200	added ('OK')	text/xml	date:Tue,%2029%20Jun%202021%2011:55:10%20GMT	https://redgranitesite.github.io/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fredgranitesite.github.io%2F2021%2F05%2F27%2Fhello-world%2F&format=xml	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-json/oembed/1.0/embedc429	(from https://redgranitesite.github.io/2021/05/27/hello-world/)
13:55:10	2984/2984	---M--	200	added ('OK')	application/javascript	etag:%22ba8-5be61e48b68c0%22	https://redgranitesite.github.io/wp-includes/js/comment-reply.min.js?ver=5.7.2	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/wp-includes/js/comment-reply.min9f31.js	(from https://redgranitesite.github.io/2021/05/27/hello-world/)
13:55:13	46455/46455	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2011:55:10%20GMT	https://redgranitesite.github.io/2021/05/27/hello-world/?replytocom=1	C:/My%20Web%20Sites/http___redgranitesite.github.io/redgranitesite.github.io/2021/05/27/hello-world/index6809.html	(from https://redgranitesite.github.io/2021/05/27/hello-world/)
